Config file: int value for RUNS_COUNT not found!
Application started: 00:38:31 2020/12/24
Initializing the simulation..
Activating generators...
Running the simulation, please wait.
Patient moved to intensive care unit successfully, patient: 11737
Patient moved back to basic care, patient: 11693
Added patient to queue, patient: 11748
Added patient to queue, patient: 11749
Added patient to queue, patient: 11750
Patient is healthy, patient: 11716
Patient moved back to basic care, patient: 11624
Patient is healthy, patient: 11717
Patient died in queue, patient: 11740
Patient died in queue, patient: 11741
Patient died in queue, patient: 11742
Patient died in queue, patient: 11743
Patient is healthy, patient: 11715
Added patient to queue, patient: 11751
Trying to move to basic care unit..., patient: 11678
Added patient to queue, patient: 11752
Added patient to queue, patient: 11753
Trying to move to intensive care unit..., patient: 11693
Trying to move to intensive care unit..., patient: 11714
DailyProbability time: 1357.0
Patient moved to intensive care unit successfully, patient: 11693
Patient moved back to basic care, patient: 11678
Patient moved to intensive care unit successfully, patient: 11714
Added patient to queue, patient: 11754
Added patient to queue, patient: 11755
Added patient to queue, patient: 11756
Added patient to queue, patient: 11757
Patient is healthy, patient: 11645
Added patient to queue, patient: 11758
Patient is healthy, patient: 11719
Added patient to queue, patient: 11759
Added patient to queue, patient: 11760
Trying to move to intensive care unit..., patient: 11745
Trying to move to intensive care unit..., patient: 11744
Trying to move to intensive care unit..., patient: 11747
DailyProbability time: 1358.0
Patient moved to intensive care unit successfully, patient: 11745
Patient died in basic care... (no free bed in intensive care unit), patient: 11744
Patient died in basic care... (no free bed in intensive care unit), patient: 11747
Added patient to queue, patient: 11761
Added patient to queue, patient: 11762
Added patient to queue, patient: 11763
Trying to move to intensive care unit..., patient: 11749
DailyProbability time: 1359.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11749
Patient died in queue, patient: 11752
Patient died in queue, patient: 11753
Added patient to queue, patient: 11764
Added patient to queue, patient: 11765
Trying to move to basic care unit..., patient: 11745
Added patient to queue, patient: 11766
Added patient to queue, patient: 11767
Added patient to queue, patient: 11768
Trying to move to intensive care unit..., patient: 11738
Trying to move to intensive care unit..., patient: 11624
Trying to move to intensive care unit..., patient: 11751
Trying to move to intensive care unit..., patient: 11699
DailyProbability time: 1360.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11738
Patient moved back to basic care, patient: 11745
Patient died in basic care... (no free bed in intensive care unit), patient: 11624
Patient died in queue, patient: 11755
Patient died in queue, patient: 11756
Patient died in queue, patient: 11757
Patient died in queue, patient: 11758
Patient died in queue, patient: 11759
Patient died in queue, patient: 11760
Patient died in basic care... (no free bed in intensive care unit), patient: 11751
Patient died in basic care... (no free bed in intensive care unit), patient: 11699
Added patient to queue, patient: 11769
Added patient to queue, patient: 11770
Added patient to queue, patient: 11771
Added patient to queue, patient: 11772
Trying to move to intensive care unit..., patient: 11754
DailyProbability time: 1361.0
Patient moved to intensive care unit successfully, patient: 11754
Added patient to queue, patient: 11773
Added patient to queue, patient: 11774
Patient is healthy, patient: 11739
Patient died in queue, patient: 11765
Added patient to queue, patient: 11775
Trying to move to basic care unit..., patient: 11737
Added patient to queue, patient: 11776
Added patient to queue, patient: 11777
Trying to move to intensive care unit..., patient: 11678
DailyProbability time: 1362.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11678
Patient moved back to basic care, patient: 11737
Added patient to queue, patient: 11778
Added patient to queue, patient: 11779
Added patient to queue, patient: 11780
Added patient to queue, patient: 11781
Added patient to queue, patient: 11782
Added patient to queue, patient: 11783
Added patient to queue, patient: 11784
DailyProbability time: 1363.0
Added patient to queue, patient: 11785
Added patient to queue, patient: 11786
Trying to move to basic care unit..., patient: 11693
Added patient to queue, patient: 11787
Added patient to queue, patient: 11788
Added patient to queue, patient: 11789
Added patient to queue, patient: 11790
Patient is healthy, patient: 11746
Patient moved back to basic care, patient: 11693
Trying to move to intensive care unit..., patient: 11761
Trying to move to intensive care unit..., patient: 11762
Trying to move to intensive care unit..., patient: 11763
DailyProbability time: 1364.0
Patient moved to intensive care unit successfully, patient: 11761
Patient died in queue, patient: 11767
Patient died in queue, patient: 11768
Patient died in queue, patient: 11769
Patient died in queue, patient: 11770
Patient died in queue, patient: 11771
Patient died in queue, patient: 11772
Patient died in queue, patient: 11773
Patient died in queue, patient: 11774
Patient died in queue, patient: 11775
Patient died in queue, patient: 11776
Patient died in queue, patient: 11777
Patient moved to intensive care unit successfully, patient: 11762
Patient died in basic care... (no free bed in intensive care unit), patient: 11763
Patient is healthy, patient: 11748
Added patient to queue, patient: 11791
Trying to move to basic care unit..., patient: 11628
Added patient to queue, patient: 11792
Added patient to queue, patient: 11793
Patient is healthy, patient: 11750
Patient moved back to basic care, patient: 11628
Trying to move to intensive care unit..., patient: 11737
DailyProbability time: 1365.0
Patient moved to intensive care unit successfully, patient: 11737
Patient died in queue, patient: 11782
Patient died in queue, patient: 11783
Patient died in queue, patient: 11784
Added patient to queue, patient: 11794
Added patient to queue, patient: 11795
Trying to move to basic care unit..., patient: 11762
Added patient to queue, patient: 11796
Added patient to queue, patient: 11797
Added patient to queue, patient: 11798
Added patient to queue, patient: 11799
Added patient to queue, patient: 11800
Added patient to queue, patient: 11801
Added patient to queue, patient: 11802
Trying to move to intensive care unit..., patient: 11778
Trying to move to intensive care unit..., patient: 11766
Trying to move to intensive care unit..., patient: 11781
DailyProbability time: 1366.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11778
Patient moved back to basic care, patient: 11762
Patient died in basic care... (no free bed in intensive care unit), patient: 11766
Patient died in queue, patient: 11786
Patient died in queue, patient: 11787
Patient died in queue, patient: 11788
Patient died in queue, patient: 11789
Patient died in queue, patient: 11790
Patient died in basic care... (no free bed in intensive care unit), patient: 11781
Added patient to queue, patient: 11803
Trying to move to basic care unit..., patient: 11754
Added patient to queue, patient: 11804
Added patient to queue, patient: 11805
Added patient to queue, patient: 11806
Patient is healthy, patient: 11745
Patient moved back to basic care, patient: 11754
Added patient to queue, patient: 11807
Added patient to queue, patient: 11808
Added patient to queue, patient: 11809
Trying to move to intensive care unit..., patient: 11754
Trying to move to intensive care unit..., patient: 11764
Trying to move to intensive care unit..., patient: 11791
Trying to move to intensive care unit..., patient: 11792
DailyProbability time: 1367.0
Patient moved to intensive care unit successfully, patient: 11754
Patient died in queue, patient: 11793
Patient moved to intensive care unit successfully, patient: 11764
Patient died in basic care... (no free bed in intensive care unit), patient: 11791
Patient died in basic care... (no free bed in intensive care unit), patient: 11792
Added patient to queue, patient: 11810
Added patient to queue, patient: 11811
Added patient to queue, patient: 11812
Added patient to queue, patient: 11813
Added patient to queue, patient: 11814
Added patient to queue, patient: 11815
Added patient to queue, patient: 11816
DailyProbability time: 1368.0
Added patient to queue, patient: 11817
Added patient to queue, patient: 11818
Added patient to queue, patient: 11819
Trying to move to intensive care unit..., patient: 11795
DailyProbability time: 1369.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11795
Patient died in queue, patient: 11798
Patient died in queue, patient: 11799
Patient died in queue, patient: 11800
Patient died in queue, patient: 11801
Patient died in queue, patient: 11802
Patient died in queue, patient: 11803
Patient died in queue, patient: 11804
Patient died in queue, patient: 11805
Patient died in queue, patient: 11806
Patient died in queue, patient: 11807
Patient died in queue, patient: 11808
Patient died in queue, patient: 11809
Added patient to queue, patient: 11820
Added patient to queue, patient: 11821
Added patient to queue, patient: 11822
Trying to move to basic care unit..., patient: 11737
Added patient to queue, patient: 11823
Trying to move to basic care unit..., patient: 11754
Trying to move to intensive care unit..., patient: 11779
Trying to move to intensive care unit..., patient: 11693
DailyProbability time: 1370.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11779
Patient moved back to basic care, patient: 11737
Patient died in basic care... (no free bed in intensive care unit), patient: 11693
Patient moved back to basic care, patient: 11754
Added patient to queue, patient: 11824
Added patient to queue, patient: 11825
Added patient to queue, patient: 11826
Patient is healthy, patient: 11780
Patient died in queue, patient: 11811
Patient died in queue, patient: 11812
Patient died in queue, patient: 11813
Patient died in queue, patient: 11814
Patient died in queue, patient: 11815
Patient died in queue, patient: 11816
Patient died in queue, patient: 11817
Patient died in queue, patient: 11818
Patient died in queue, patient: 11819
Added patient to queue, patient: 11827
Trying to move to intensive care unit..., patient: 11810
Trying to move to intensive care unit..., patient: 11762
Trying to move to intensive care unit..., patient: 11797
DailyProbability time: 1371.0
Patient moved to intensive care unit successfully, patient: 11810
Patient moved to intensive care unit successfully, patient: 11762
Patient died in basic care... (no free bed in intensive care unit), patient: 11797
Added patient to queue, patient: 11828
Patient is healthy, patient: 11628
Added patient to queue, patient: 11829
Added patient to queue, patient: 11830
Added patient to queue, patient: 11831
Added patient to queue, patient: 11832
Added patient to queue, patient: 11833
Patient is healthy, patient: 11785
Added patient to queue, patient: 11834
Added patient to queue, patient: 11835
Added patient to queue, patient: 11836
Added patient to queue, patient: 11837
Trying to move to intensive care unit..., patient: 11737
DailyProbability time: 1372.0
Patient died on basic care, patient: 11825
Patient died in basic care... (no free bed in intensive care unit), patient: 11737
Added patient to queue, patient: 11838
Added patient to queue, patient: 11839
Added patient to queue, patient: 11840
Added patient to queue, patient: 11841
Trying to move to basic care unit..., patient: 11714
Trying to move to intensive care unit..., patient: 11823
DailyProbability time: 1373.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11823
Patient moved back to basic care, patient: 11714
Added patient to queue, patient: 11842
Patient is healthy, patient: 11796
Patient died in queue, patient: 11828
Patient died in queue, patient: 11829
Patient died in queue, patient: 11830
Patient died in queue, patient: 11831
Added patient to queue, patient: 11843
Patient is healthy, patient: 11794
Added patient to queue, patient: 11844
Added patient to queue, patient: 11845
Added patient to queue, patient: 11846
DailyProbability time: 1374.0
Added patient to queue, patient: 11847
Trying to move to intensive care unit..., patient: 11826
Trying to move to intensive care unit..., patient: 11821
Trying to move to intensive care unit..., patient: 11754
Trying to move to intensive care unit..., patient: 11820
Trying to move to intensive care unit..., patient: 11714
DailyProbability time: 1375.0
Patient moved to intensive care unit successfully, patient: 11826
Patient died in queue, patient: 11834
Patient died in queue, patient: 11835
Patient died in queue, patient: 11836
Patient died in queue, patient: 11837
Patient died in queue, patient: 11838
Patient died in queue, patient: 11839
Patient died in queue, patient: 11840
Patient died in queue, patient: 11841
Patient died in basic care... (no free bed in intensive care unit), patient: 11821
Patient died in basic care... (no free bed in intensive care unit), patient: 11754
Patient died in basic care... (no free bed in intensive care unit), patient: 11820
Patient died in basic care... (no free bed in intensive care unit), patient: 11714
Added patient to queue, patient: 11848
Added patient to queue, patient: 11849
Trying to move to basic care unit..., patient: 11826
Added patient to queue, patient: 11850
Added patient to queue, patient: 11851
Added patient to queue, patient: 11852
Added patient to queue, patient: 11853
Added patient to queue, patient: 11854
Trying to move to intensive care unit..., patient: 11824
Trying to move to intensive care unit..., patient: 11827
DailyProbability time: 1376.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11824
Patient moved back to basic care, patient: 11826
Patient died in basic care... (no free bed in intensive care unit), patient: 11827
Patient died on intensive care, patient: 11762
Added patient to queue, patient: 11855
Added patient to queue, patient: 11856
Added patient to queue, patient: 11857
Added patient to queue, patient: 11858
Added patient to queue, patient: 11859
DailyProbability time: 1377.0
Added patient to queue, patient: 11860
Added patient to queue, patient: 11861
Added patient to queue, patient: 11862
Patient is healthy, patient: 11822
Patient died in queue, patient: 11848
Patient died in queue, patient: 11849
Added patient to queue, patient: 11863
Added patient to queue, patient: 11864
Trying to move to intensive care unit..., patient: 11847
DailyProbability time: 1378.0
Patient moved to intensive care unit successfully, patient: 11847
Patient died in queue, patient: 11851
Patient died in queue, patient: 11852
Patient died in queue, patient: 11853
Patient died in queue, patient: 11854
Added patient to queue, patient: 11865
Added patient to queue, patient: 11866
Added patient to queue, patient: 11867
Added patient to queue, patient: 11868
Trying to move to intensive care unit..., patient: 11844
Trying to move to intensive care unit..., patient: 11832
DailyProbability time: 1379.0
Patient moved to intensive care unit successfully, patient: 11844
Patient died in queue, patient: 11856
Patient died in queue, patient: 11857
Patient died in queue, patient: 11858
Patient died in queue, patient: 11859
Patient died in basic care... (no free bed in intensive care unit), patient: 11832
Added patient to queue, patient: 11869
Added patient to queue, patient: 11870
Trying to move to basic care unit..., patient: 11847
Added patient to queue, patient: 11871
Added patient to queue, patient: 11872
Added patient to queue, patient: 11873
Trying to move to basic care unit..., patient: 11761
Trying to move to intensive care unit..., patient: 11842
DailyProbability time: 1380.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11842
Patient moved back to basic care, patient: 11847
Patient is healthy, patient: 11833
Patient moved back to basic care, patient: 11761
Added patient to queue, patient: 11874
Added patient to queue, patient: 11875
Added patient to queue, patient: 11876
Added patient to queue, patient: 11877
Added patient to queue, patient: 11878
Added patient to queue, patient: 11879
Trying to move to intensive care unit..., patient: 11860
Trying to move to intensive care unit..., patient: 11861
DailyProbability time: 1381.0
Patient moved to intensive care unit successfully, patient: 11860
Patient died in queue, patient: 11862
Patient died in queue, patient: 11863
Patient died in queue, patient: 11864
Patient died in queue, patient: 11865
Patient died in queue, patient: 11866
Patient died in queue, patient: 11867
Patient died in queue, patient: 11868
Patient moved to intensive care unit successfully, patient: 11861
Added patient to queue, patient: 11880
Patient is healthy, patient: 11846
Patient is healthy, patient: 11845
Patient is healthy, patient: 11843
Added patient to queue, patient: 11881
Added patient to queue, patient: 11882
Trying to move to intensive care unit..., patient: 11855
Trying to move to intensive care unit..., patient: 11872
DailyProbability time: 1382.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11855
Patient died in basic care... (no free bed in intensive care unit), patient: 11872
Added patient to queue, patient: 11883
Added patient to queue, patient: 11884
Trying to move to basic care unit..., patient: 11861
Patient is healthy, patient: 11826
Patient moved back to basic care, patient: 11861
Added patient to queue, patient: 11885
Trying to move to intensive care unit..., patient: 11873
Trying to move to intensive care unit..., patient: 11861
DailyProbability time: 1383.0
Patient moved to intensive care unit successfully, patient: 11873
Patient died in queue, patient: 11876
Patient died in queue, patient: 11877
Patient died in queue, patient: 11878
Patient died in queue, patient: 11879
Patient died in basic care... (no free bed in intensive care unit), patient: 11861
Trying to move to basic care unit..., patient: 11844
Trying to move to basic care unit..., patient: 11873
Added patient to queue, patient: 11886
Trying to move to intensive care unit..., patient: 11761
Trying to move to intensive care unit..., patient: 11850
DailyProbability time: 1384.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11761
Patient moved back to basic care, patient: 11844
Patient died in basic care... (no free bed in intensive care unit), patient: 11850
Patient moved back to basic care, patient: 11873
Added patient to queue, patient: 11887
Trying to move to intensive care unit..., patient: 11873
Trying to move to intensive care unit..., patient: 11871
DailyProbability time: 1385.0
Patient moved to intensive care unit successfully, patient: 11873
Patient died in queue, patient: 11882
Patient died in queue, patient: 11883
Patient died in queue, patient: 11884
Patient died in queue, patient: 11885
Patient moved to intensive care unit successfully, patient: 11871
Trying to move to basic care unit..., patient: 11810
Added patient to queue, patient: 11888
Added patient to queue, patient: 11889
Added patient to queue, patient: 11890
Added patient to queue, patient: 11891
DailyProbability time: 1386.0
Added patient to queue, patient: 11892
Patient is healthy, patient: 11847
Patient moved back to basic care, patient: 11810
Added patient to queue, patient: 11893
Added patient to queue, patient: 11894
Added patient to queue, patient: 11895
Added patient to queue, patient: 11896
Trying to move to basic care unit..., patient: 11764
Trying to move to intensive care unit..., patient: 11810
Trying to move to intensive care unit..., patient: 11886
Trying to move to intensive care unit..., patient: 11875
DailyProbability time: 1387.0
Patient moved to intensive care unit successfully, patient: 11810
Patient moved back to basic care, patient: 11764
Patient died in basic care... (no free bed in intensive care unit), patient: 11886
Patient died in basic care... (no free bed in intensive care unit), patient: 11875
Added patient to queue, patient: 11897
Added patient to queue, patient: 11898
Patient is healthy, patient: 11869
Patient died in queue, patient: 11890
Added patient to queue, patient: 11899
Patient is healthy, patient: 11870
Trying to move to basic care unit..., patient: 11860
Added patient to queue, patient: 11900
Trying to move to intensive care unit..., patient: 11764
Trying to move to intensive care unit..., patient: 11844
Trying to move to intensive care unit..., patient: 11874
DailyProbability time: 1388.0
Patient moved to intensive care unit successfully, patient: 11764
Patient moved back to basic care, patient: 11860
Patient died in basic care... (no free bed in intensive care unit), patient: 11844
Patient died in basic care... (no free bed in intensive care unit), patient: 11874
Added patient to queue, patient: 11901
Added patient to queue, patient: 11902
Trying to move to intensive care unit..., patient: 11888
Trying to move to intensive care unit..., patient: 11894
Trying to move to intensive care unit..., patient: 11887
DailyProbability time: 1389.0
Patient moved to intensive care unit successfully, patient: 11888
Patient died in queue, patient: 11895
Patient died in queue, patient: 11896
Patient died in basic care... (no free bed in intensive care unit), patient: 11894
Patient died in basic care... (no free bed in intensive care unit), patient: 11887
Added patient to queue, patient: 11903
Patient is healthy, patient: 11881
Added patient to queue, patient: 11904
Added patient to queue, patient: 11905
Trying to move to basic care unit..., patient: 11764
Added patient to queue, patient: 11906
Patient is healthy, patient: 11880
Patient moved back to basic care, patient: 11764
Added patient to queue, patient: 11907
Added patient to queue, patient: 11908
Added patient to queue, patient: 11909
Trying to move to intensive care unit..., patient: 11860
Trying to move to intensive care unit..., patient: 11764
Trying to move to intensive care unit..., patient: 11898
Trying to move to intensive care unit..., patient: 11891
DailyProbability time: 1390.0
Patient moved to intensive care unit successfully, patient: 11860
Patient died in basic care... (no free bed in intensive care unit), patient: 11764
Patient died in basic care... (no free bed in intensive care unit), patient: 11898
Patient died in basic care... (no free bed in intensive care unit), patient: 11891
Added patient to queue, patient: 11910
Added patient to queue, patient: 11911
Trying to move to basic care unit..., patient: 11873
Added patient to queue, patient: 11912
Trying to move to intensive care unit..., patient: 11902
Trying to move to intensive care unit..., patient: 11900
Trying to move to intensive care unit..., patient: 11904
Trying to move to intensive care unit..., patient: 11899
DailyProbability time: 1391.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11902
Patient moved back to basic care, patient: 11873
Patient died in basic care... (no free bed in intensive care unit), patient: 11900
Patient died in basic care... (no free bed in intensive care unit), patient: 11904
Patient died in basic care... (no free bed in intensive care unit), patient: 11899
Added patient to queue, patient: 11913
Added patient to queue, patient: 11914
Added patient to queue, patient: 11915
Added patient to queue, patient: 11916
Added patient to queue, patient: 11917
Added patient to queue, patient: 11918
Added patient to queue, patient: 11919
Added patient to queue, patient: 11920
Added patient to queue, patient: 11921
Added patient to queue, patient: 11922
Added patient to queue, patient: 11923
Added patient to queue, patient: 11924
Added patient to queue, patient: 11925
Trying to move to intensive care unit..., patient: 11897
Trying to move to intensive care unit..., patient: 11905
Trying to move to intensive care unit..., patient: 11889
DailyProbability time: 1392.0
Patient moved to intensive care unit successfully, patient: 11897
Patient died in queue, patient: 11908
Patient died in queue, patient: 11909
Patient died in basic care... (no free bed in intensive care unit), patient: 11905
Patient died in basic care... (no free bed in intensive care unit), patient: 11889
Added patient to queue, patient: 11926
Trying to move to basic care unit..., patient: 11888
Added patient to queue, patient: 11927
Added patient to queue, patient: 11928
Added patient to queue, patient: 11929
Added patient to queue, patient: 11930
Added patient to queue, patient: 11931
Added patient to queue, patient: 11932
Added patient to queue, patient: 11933
Added patient to queue, patient: 11934
Trying to move to intensive care unit..., patient: 11910
DailyProbability time: 1393.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11910
Patient moved back to basic care, patient: 11888
Patient died on basic care, patient: 11907
Added patient to queue, patient: 11935
Added patient to queue, patient: 11936
Added patient to queue, patient: 11937
Added patient to queue, patient: 11938
Patient is healthy, patient: 11892
Patient died in queue, patient: 11914
Patient died in queue, patient: 11915
Patient died in queue, patient: 11916
Patient died in queue, patient: 11917
Patient died in queue, patient: 11918
Patient died in queue, patient: 11919
Patient died in queue, patient: 11920
Patient died in queue, patient: 11921
Patient died in queue, patient: 11922
Patient died in queue, patient: 11923
Trying to move to intensive care unit..., patient: 11888
Trying to move to intensive care unit..., patient: 11903
Trying to move to intensive care unit..., patient: 11912
DailyProbability time: 1394.0
Patient moved to intensive care unit successfully, patient: 11888
Patient died in queue, patient: 11925
Patient died in basic care... (no free bed in intensive care unit), patient: 11903
Patient died in basic care... (no free bed in intensive care unit), patient: 11912
Added patient to queue, patient: 11939
Added patient to queue, patient: 11940
Added patient to queue, patient: 11941
Patient is healthy, patient: 11893
Patient died in queue, patient: 11929
Patient died in queue, patient: 11930
Trying to move to basic care unit..., patient: 11888
Added patient to queue, patient: 11942
Trying to move to intensive care unit..., patient: 11873
Trying to move to intensive care unit..., patient: 11927
DailyProbability time: 1395.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11873
Patient moved back to basic care, patient: 11888
Patient died in basic care... (no free bed in intensive care unit), patient: 11927
Patient died in queue, patient: 11932
Patient died in queue, patient: 11933
Patient died in queue, patient: 11934
Added patient to queue, patient: 11943
Added patient to queue, patient: 11944
Added patient to queue, patient: 11945
Added patient to queue, patient: 11946
Trying to move to intensive care unit..., patient: 11901
Trying to move to intensive care unit..., patient: 11926
Trying to move to intensive care unit..., patient: 11911
Trying to move to intensive care unit..., patient: 11906
DailyProbability time: 1396.0
Patient moved to intensive care unit successfully, patient: 11901
Patient died in queue, patient: 11936
Patient died in queue, patient: 11937
Patient died in queue, patient: 11938
Patient died in basic care... (no free bed in intensive care unit), patient: 11926
Patient died in basic care... (no free bed in intensive care unit), patient: 11911
Patient died in basic care... (no free bed in intensive care unit), patient: 11906
Added patient to queue, patient: 11947
Added patient to queue, patient: 11948
Added patient to queue, patient: 11949
Added patient to queue, patient: 11950
Added patient to queue, patient: 11951
Added patient to queue, patient: 11952
Added patient to queue, patient: 11953
Added patient to queue, patient: 11954
Added patient to queue, patient: 11955
Trying to move to intensive care unit..., patient: 11931
DailyProbability time: 1397.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11931
Added patient to queue, patient: 11956
Added patient to queue, patient: 11957
Added patient to queue, patient: 11958
Added patient to queue, patient: 11959
Trying to move to intensive care unit..., patient: 11935
Trying to move to intensive care unit..., patient: 11942
Trying to move to intensive care unit..., patient: 11928
DailyProbability time: 1398.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11935
Patient died in queue, patient: 11944
Patient died in queue, patient: 11945
Patient died in queue, patient: 11946
Patient died in basic care... (no free bed in intensive care unit), patient: 11942
Patient died in basic care... (no free bed in intensive care unit), patient: 11928
Added patient to queue, patient: 11960
Added patient to queue, patient: 11961
Added patient to queue, patient: 11962
Added patient to queue, patient: 11963
Added patient to queue, patient: 11964
Trying to move to basic care unit..., patient: 11871
Added patient to queue, patient: 11965
Trying to move to intensive care unit..., patient: 11939
Trying to move to intensive care unit..., patient: 11949
DailyProbability time: 1399.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11939
Patient moved back to basic care, patient: 11871
Patient died in basic care... (no free bed in intensive care unit), patient: 11949
Patient died in queue, patient: 11950
Patient died in queue, patient: 11951
Patient died in queue, patient: 11952
Patient died in queue, patient: 11953
Patient died in queue, patient: 11954
Patient died in queue, patient: 11955
Added patient to queue, patient: 11966
Trying to move to basic care unit..., patient: 11901
Patient is healthy, patient: 11913
Patient moved back to basic care, patient: 11901
Added patient to queue, patient: 11967
Added patient to queue, patient: 11968
Trying to move to basic care unit..., patient: 11810
Trying to move to intensive care unit..., patient: 11956
DailyProbability time: 1400.0
Patient moved to intensive care unit successfully, patient: 11956
Patient moved back to basic care, patient: 11810
Patient is healthy, patient: 11924
Patient died in queue, patient: 11957
Patient died in queue, patient: 11958
Patient died in queue, patient: 11959
Added patient to queue, patient: 11969
Added patient to queue, patient: 11970
Added patient to queue, patient: 11971
Added patient to queue, patient: 11972
Added patient to queue, patient: 11973
Added patient to queue, patient: 11974
Added patient to queue, patient: 11975
Trying to move to intensive care unit..., patient: 11940
Trying to move to intensive care unit..., patient: 11948
DailyProbability time: 1401.0
Patient moved to intensive care unit successfully, patient: 11940
Patient died in queue, patient: 11961
Patient died in queue, patient: 11962
Patient died in queue, patient: 11963
Patient died in queue, patient: 11964
Patient died in queue, patient: 11965
Patient moved to intensive care unit successfully, patient: 11948
Patient is healthy, patient: 11888
Added patient to queue, patient: 11976
Trying to move to basic care unit..., patient: 11956
Added patient to queue, patient: 11977
Added patient to queue, patient: 11978
Trying to move to basic care unit..., patient: 11940
Trying to move to intensive care unit..., patient: 11901
DailyProbability time: 1402.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11901
Patient moved back to basic care, patient: 11956
Added patient to queue, patient: 11979
Patient is healthy, patient: 11941
Patient moved back to basic care, patient: 11940
Added patient to queue, patient: 11980
Trying to move to intensive care unit..., patient: 11968
Trying to move to intensive care unit..., patient: 11966
Trying to move to intensive care unit..., patient: 11947
Trying to move to intensive care unit..., patient: 11960
Trying to move to intensive care unit..., patient: 11956
DailyProbability time: 1403.0
Patient moved to intensive care unit successfully, patient: 11968
Patient died in queue, patient: 11969
Patient died in queue, patient: 11970
Patient died in queue, patient: 11971
Patient died in queue, patient: 11972
Patient died in queue, patient: 11973
Patient died in queue, patient: 11974
Patient died in queue, patient: 11975
Patient moved to intensive care unit successfully, patient: 11966
Patient died in basic care... (no free bed in intensive care unit), patient: 11947
Patient died in basic care... (no free bed in intensive care unit), patient: 11960
Patient died in basic care... (no free bed in intensive care unit), patient: 11956
Added patient to queue, patient: 11981
Patient is healthy, patient: 11943
Added patient to queue, patient: 11982
Added patient to queue, patient: 11983
Added patient to queue, patient: 11984
Added patient to queue, patient: 11985
Added patient to queue, patient: 11986
Trying to move to intensive care unit..., patient: 11979
Trying to move to intensive care unit..., patient: 11980
DailyProbability time: 1404.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11979
Patient died in basic care... (no free bed in intensive care unit), patient: 11980
Added patient to queue, patient: 11987
Added patient to queue, patient: 11988
Added patient to queue, patient: 11989
Added patient to queue, patient: 11990
Added patient to queue, patient: 11991
Trying to move to basic care unit..., patient: 11860
Added patient to queue, patient: 11992
Added patient to queue, patient: 11993
Added patient to queue, patient: 11994
Added patient to queue, patient: 11995
Trying to move to intensive care unit..., patient: 11976
Trying to move to intensive care unit..., patient: 11810
DailyProbability time: 1405.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11976
Patient moved back to basic care, patient: 11860
Patient died on basic care, patient: 11978
Patient died in basic care... (no free bed in intensive care unit), patient: 11810
Added patient to queue, patient: 11996
Added patient to queue, patient: 11997
Added patient to queue, patient: 11998
Patient is healthy, patient: 11871
Added patient to queue, patient: 11999
Added patient to queue, patient: 12000
Added patient to queue, patient: 12001
Trying to move to intensive care unit..., patient: 11985
Trying to move to intensive care unit..., patient: 11982
DailyProbability time: 1406.0
Patient moved to intensive care unit successfully, patient: 11985
Patient died in basic care... (no free bed in intensive care unit), patient: 11982
Trying to move to basic care unit..., patient: 11968
Added patient to queue, patient: 12002
Added patient to queue, patient: 12003
Added patient to queue, patient: 12004
Added patient to queue, patient: 12005
Trying to move to intensive care unit..., patient: 11977
Trying to move to intensive care unit..., patient: 11984
Trying to move to intensive care unit..., patient: 11983
DailyProbability time: 1407.0
Patient died in basic care... (no free bed in intensive care unit), patient: 11977
Patient moved back to basic care, patient: 11968
Patient died in basic care... (no free bed in intensive care unit), patient: 11984
Patient died in queue, patient: 11989
Patient died in queue, patient: 11990
Patient died in queue, patient: 11991
Patient died in queue, patient: 11992
Patient died in queue, patient: 11993
Patient died in queue, patient: 11994
Patient died in queue, patient: 11995
Patient died in basic care... (no free bed in intensive care unit), patient: 11983
Trying to move to basic care unit..., patient: 11985
Trying to move to basic care unit..., patient: 11948
Added patient to queue, patient: 12006
Patient is healthy, patient: 11967
Patient moved back to basic care, patient: 11985
Added patient to queue, patient: 12007
Added patient to queue, patient: 12008
Added patient to queue, patient: 12009
Added patient to queue, patient: 12010
Added patient to queue, patient: 12011
Trying to move to intensive care unit..., patient: 11987
Trying to move to intensive care unit..., patient: 11988
DailyProbability time: 1408.0
Patient moved to intensive care unit successfully, patient: 11987
Patient moved back to basic care, patient: 11948
